"IP","IP_A","IP_B","IP_C","IP_D","IP_E","type","host","idp","refugees","age","female","disability","married","children","education","edu_primary","edu_secondary","edu_university","edu_no_completion","edu_no_education","edu_other","cva","safe","assafe","lesssafe","safer","parenting_better","relationship_better","worried","asworried","lessworried","moreworried","income","income2"
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.252556283143161,0,0,1,5,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"asworried",1,0,0,324.78,-0.218076858882557
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.676375425962447,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"lessworried",0,1,0,288.41,-0.474399336568535
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.590349631908836,0,0,1,0,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,339.86,-0.111798526094419
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.590349631908836,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,0,"lessworried",0,1,0,279.44,-0.537616620726996
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.168107945951742,0,0,1,5,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,0,0,"asworried",1,0,0,291.44,-0.453045003123704
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.929720437536703,0,0,1,2,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,0,"moreworried",0,0,1,326.8,-0.203840636586002
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.421452957525999,1,0,1,5,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,0,"moreworried",0,0,1,250.18,-0.743830414983023
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,2.27931637573721,0,1,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,1,"moreworried",0,0,1,313.91,-0.294684649161539
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.759246306291674,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,1,"asworried",1,0,0,324.02,-0.223433061330765
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.338582077196771,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,283.87,-0.50639559856178
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.254133740005352,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,1,"lessworried",0,1,0,313.77,-0.295671318033577
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,1.09703965505735,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,385.35,0.208798380970061
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.929720437536703,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,1,"asworried",1,0,0,291.24,-0.454454530083758
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.254133740005352,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,1,"asworried",1,0,0,313.45,-0.297926561169665
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.760823763153866,0,0,0,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,1,"lessworried",0,1,0,184.71,-1.20523906535698
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,2.44821305012005,0,0,1,4,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,0,0,"lessworried",0,1,0,374.26,0.130640111035018
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,1.09703965505735,0,0,1,5,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,0,0,"lessworried",0,1,0,335.8,-0.140411923383533
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.0836596087603232,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,205.44,-1.0591415959473
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.18306544911096,0,0,0,3,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,0,0,"lessworried",0,1,0,180.92,-1.23194960125002
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.169685402813933,0,0,1,2,"Never attended school",0,0,0,0,1,0,"1","lesssafe",0,1,0,0,0,"moreworried",0,0,1,359.08,0.0236570147668533
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.3519621234938,0,0,0,2,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,0,"asworried",1,0,0,229.63,-0.888659310128661
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.33700462033458,1,0,1,4,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,275.48,-0.565525254536082
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,2.11041970135438,0,0,1,7,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,0,"moreworried",0,0,1,375.25,0.13761726948729
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.590349631908836,0,0,1,5,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"asworried",1,0,0,371.22,0.109215301242184
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.759246306291674,0,0,1,5,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,1,"moreworried",0,0,1,351.98,-0.0263811923150943
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.338582077196771,0,0,1,2,"Never attended school",0,0,0,0,1,0,"1","assafe",1,0,0,1,1,"moreworried",0,0,1,329.36,-0.1857986914973
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.0836596087603232,0,0,1,9,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,234.78,-0.852363990907248
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.000788728431095666,0,0,1,5,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,1,"moreworried",0,0,1,224.05,-0.927985112314192
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.0852370656225145,0,0,1,5,"Never attended school",0,0,0,0,1,0,"1","assafe",1,0,0,1,0,"moreworried",0,0,1,399.16,0.30612621756185
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.507478751579609,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,1,"lessworried",0,1,0,265.16,-0.638256845674913
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.3519621234938,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"lessworried",0,1,0,264.81,-0.640723517855009
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.168107945951742,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"lessworried",0,1,0,323.61,-0.226322591598878
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.254133740005352,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,267.74,-0.620073947890206
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.590349631908836,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"lessworried",0,1,0,305.23,-0.35585811922792
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.505901294717418,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"moreworried",0,0,1,334.87,-0.146966223747789
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.674797969100255,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"moreworried",0,0,1,288.41,-0.474399336568535
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.000788728431095666,0,0,1,2,"Never attended school",0,0,0,0,1,0,"1","lesssafe",0,1,0,0,1,"asworried",1,0,0,287.66,-0.47968506266874
"A",1,0,0,0,0,"Host community HH",1,0,0,-1.85865214664231,1,0,0,0,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,0,0,"asworried",1,0,0,259.68,-0.676877884380417
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.507478751579609,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,377.72,0.155024927443968
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.254133740005352,1,0,0,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,288.74,-0.472073617084444
"A",1,0,0,0,0,"Host community HH",1,0,0,2.27931637573721,1,1,0,3,"Never attended school",0,0,0,0,1,0,"1","assafe",1,0,0,0,0,"lessworried",0,1,0,327.63,-0.197991099701775
"A",1,0,0,0,0,"Host community HH",1,0,0,0.505901294717418,1,0,0,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"lessworried",0,1,0,307.51,-0.339789511883295
"A",1,0,0,0,0,"Host community HH",1,0,0,0.33700462033458,1,0,0,1,"Completed primary school",1,0,0,0,0,0,"0","lesssafe",0,1,0,0,0,"asworried",1,0,0,405.19,0.348623455407504
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,1.35038466663161,0,0,0,4,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,260.41,-0.671733110976216
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.760823763153866,0,0,0,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"lessworried",0,1,0,236.73,-0.838621103046713
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.929720437536703,0,0,0,3,"Never attended school",0,0,0,0,1,0,"1","lesssafe",0,1,0,0,0,"moreworried",0,0,1,299.76,-0.394408681585421
"A",1,0,0,0,0,"Host community HH",1,0,0,0.928142980674512,0,1,0,4,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,0,"moreworried",0,0,1,316.05,-0.279602710688952
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.338582077196771,0,0,0,2,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,0,0,"lessworried",0,1,0,337.21,-0.130474758315147
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.52085879787664,0,0,0,3,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"asworried",1,0,0,227.55,-0.903318390513232
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.85865214664231,0,0,0,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"lessworried",0,1,0,142.71,-1.50123972696851
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.09861711191954,0,0,0,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,178.56,-1.24858201937867
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.507478751579609,0,0,0,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"lessworried",0,1,0,264.82,-0.640653041507007
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.68975547225947,0,0,0,3,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,0,"moreworried",0,0,1,221.88,-0.943278479830787
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.000788728431095666,0,0,1,5,"Completed primary school",1,0,0,0,0,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,476.89,0.853938870587174
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.929720437536703,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,0,"moreworried",0,0,1,240.2,-0.814165810289761
"A",1,0,0,0,0,"Host community HH",1,0,0,1.60372967820586,0,1,1,3,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,0,0,"moreworried",0,0,1,360.37,0.0327484636592074
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,1.18148799224877,0,1,1,3,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,285.42,-0.495471764621355
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.254133740005352,1,0,0,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,261.98,-0.660668324339786
"A",1,0,0,0,0,"Host community HH",1,0,0,1.43483300382303,1,1,0,2,"Completed secondary school",0,1,0,0,0,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,636.1,1.97599280713885
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.507478751579609,0,0,1,1,"Completed secondary school",0,1,0,0,0,0,"0","lesssafe",0,1,0,0,0,"asworried",1,0,0,682.06,2.29990210255946
"A",1,0,0,0,0,"Host community HH",1,0,0,1.60372967820586,1,0,0,1,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"asworried",1,0,0,339.56,-0.113912816534502
"A",1,0,0,0,0,"Host community HH",1,0,0,1.60372967820586,0,0,0,2,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"moreworried",0,0,1,348.38,-0.0517526775960821
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.42303041438819,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,0,"moreworried",0,0,1,397.72,0.295977623449454
"A",1,0,0,0,0,"Host community HH",1,0,0,1.51928134101444,0,0,1,2,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,459.32,0.730111927146354
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.929720437536703,0,0,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,1,"lessworried",0,1,0,372.85,0.120702945966631
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,1.60372967820586,0,1,1,3,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,0,"asworried",1,0,0,317.68,-0.268115065964505
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.929720437536703,1,0,0,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"asworried",1,0,0,267.02,-0.625148244946403
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,3,"Did not complete primary school",0,0,0,1,0,0,"0","lesssafe",0,1,0,1,0,"lessworried",0,1,0,368.35,0.0889885893653968
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.759246306291674,0,0,1,3,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,271.49,-0.593645317389177
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.42303041438819,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,367.97,0.0863104881412926
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,2,"Did not complete primary school",0,0,0,1,0,0,"0","assafe",1,0,0,0,0,"asworried",1,0,0,339.14,-0.116872823150617
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,2,"Completed primary school",1,0,0,0,0,0,"0","assafe",1,0,0,0,0,"lessworried",0,1,0,471.53,0.816163548057704
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,1.60372967820586,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,0,1,"moreworried",0,0,1,349.44,-0.0442821847077913
"A",1,0,0,0,0,"Host community HH",1,0,0,1.01259131786593,0,0,1,1,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,0,0,"moreworried",0,0,1,565.85,1.48089646241958
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.929720437536703,0,0,1,5,"Did not complete primary school",0,0,0,1,0,0,"0","safer",0,0,1,1,0,"asworried",1,0,0,342.39,-0.0939680100497255
"A",1,0,0,0,0,"Host community HH",1,0,0,2.44821305012005,0,0,1,5,"Did not complete primary school",0,0,0,1,0,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,486.75,0.92342854971788
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.09861711191954,0,0,1,2,"Completed primary school",1,0,0,0,0,0,"1","safer",0,0,1,0,1,"moreworried",0,0,1,455.01,0.699736621157172
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.929720437536703,0,0,1,1,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,1,1,"asworried",1,0,0,380.02,0.171234487484598
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.929720437536703,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"moreworried",0,0,1,272.29,-0.588007209548957
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.929720437536703,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,0,"lessworried",0,1,0,260.93,-0.668068340880074
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.169685402813933,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,1,"lessworried",0,1,0,260.57,-0.670605489408173
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.3519621234938,0,0,1,3,"Did not complete primary school",0,0,0,1,0,0,"0","lesssafe",0,1,0,1,0,"asworried",1,0,0,211.39,-1.01720816888567
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.676375425962447,1,0,1,6,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,1,"asworried",1,0,0,311.39,-0.31244468885823
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,1.18148799224877,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"asworried",1,0,0,368.98,0.0934285992895696
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.254133740005352,0,0,1,4,"Completed primary school",1,0,0,0,0,0,"0","safer",0,0,1,0,1,"moreworried",0,0,1,495.4,0.984390590740253
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.505901294717418,0,0,1,5,"Completed primary school",1,0,0,0,0,0,"0","assafe",1,0,0,0,1,"moreworried",0,0,1,383.62,0.196605972765586
"A",1,0,0,0,0,"Host community HH",1,0,0,0.928142980674512,0,0,1,4,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"lessworried",0,1,0,451.91,0.677888953276321
"A",1,0,0,0,0,"Host community HH",1,0,0,0.252556283143161,1,0,1,5,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,1,1,"asworried",1,0,0,328.62,-0.191013941249503
"A",1,0,0,0,0,"Host community HH",1,0,0,0.0836596087603232,1,0,0,2,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"moreworried",0,0,1,342.18,-0.095448013357783
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.760823763153866,1,0,1,5,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"moreworried",0,0,1,294.67,-0.430281142718817
"A",1,0,0,0,0,"Host community HH",1,0,0,1.68817801539728,0,0,1,6,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,424.98,0.488096148104933
"A",1,0,0,0,0,"Host community HH",1,0,0,-0.169685402813933,1,0,1,5,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,0,"asworried",1,0,0,456.54,0.710519502401592
"A",1,0,0,0,0,"Host community HH",1,0,0,0.0836596087603232,0,0,1,3,"Did not complete primary school",0,0,0,1,0,0,"0","assafe",1,0,0,1,1,"asworried",1,0,0,319.03,-0.258600758984134
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.42303041438819,0,0,1,2,"Did not complete primary school",0,0,0,1,0,0,"0","safer",0,0,1,0,0,"asworried",1,0,0,252.69,-0.726140851634335
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-1.68975547225947,0,0,0,3,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,0,1,"moreworried",0,0,1,121.72,-1.64916958142627
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.929720437536703,0,0,0,3,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"asworried",1,0,0,171.51,-1.29826784472061
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,-0.507478751579609,0,0,0,4,"Never attended school",0,0,0,0,1,0,"0","assafe",1,0,0,0,0,"moreworried",0,0,1,242.89,-0.795207672677023
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.674797969100255,0,0,0,4,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,0,"lessworried",0,1,0,310.41,-0.319351370962499
"A",1,0,0,0,0,"Internally displaced HH",0,1,0,0.421452957525999,0,0,0,4,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,0,0,"lessworried",0,1,0,287.85,-0.478346012056688
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-0.507478751579609,0,0,1,1,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,359.53,0.0268284504269767
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-1.09861711191954,1,1,0,5,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,181.15,-1.23032864524596
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-0.760823763153866,0,0,1,1,"Never attended school",0,0,0,0,1,0,"0","safer",0,0,1,1,0,"moreworried",0,0,1,285.19,-0.497092720625418
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-0.845272100345284,1,0,1,1,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,311.99,-0.308216107978066
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-1.68975547225947,1,0,0,2,"Completed primary school",1,0,0,0,0,0,"1","assafe",1,0,0,0,1,"asworried",1,0,0,259.98,-0.674763593940334
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,0.168107945951742,1,1,1,3,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,0,"moreworried",0,0,1,228.42,-0.897186948236993
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,0.590349631908836,1,1,0,1,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"moreworried",0,0,1,209.02,-1.03391106336232
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-1.3519621234938,1,1,0,1,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,188.16,-1.18092472529604
"E",0,0,0,0,1,"Host community HH",1,0,0,0.590349631908836,1,0,0,3,"Did not complete primary school",0,0,0,1,0,0,"0","assafe",1,0,0,1,0,"asworried",1,0,0,219.5,-0.96005185065544
"E",0,0,0,0,1,"Host community HH",1,0,0,-0.0852370656225145,0,0,1,5,"Completed secondary school",0,1,0,0,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,627.49,1.91531267150849
"E",0,0,0,0,1,"Host community HH",1,0,0,1.60372967820586,1,0,0,3,"Did not complete primary school",0,0,0,1,0,0,"1","assafe",1,0,0,1,1,"lessworried",0,1,0,310.57,-0.318223749394455
"E",0,0,0,0,1,"Host community HH",1,0,0,-0.929720437536703,0,0,1,2,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,432.65,0.542151507023037
"E",0,0,0,0,1,"Host community HH",1,0,0,-1.3519621234938,1,0,1,1,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,355.27,-0.00319447382219195
"E",0,0,0,0,1,"Host community HH",1,0,0,-1.18306544911096,0,0,1,1,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,0,0,"lessworried",0,1,0,363.44,0.0543847024960496
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,1.60372967820586,0,0,1,5,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,303.39,-0.368825767260425
"E",0,0,0,0,1,"Host community HH",1,0,0,-0.760823763153866,0,0,1,2,"Completed primary school",1,0,0,0,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,481.13,0.883820842140338
"E",0,0,0,0,1,"Host community HH",1,0,0,1.09703965505735,0,0,1,2,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,431.81,0.536231493790807
"E",0,0,0,0,1,"Host community HH",1,0,0,0.168107945951742,1,1,1,0,"Completed primary school",1,0,0,0,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,477.35,0.857180782595301
"E",0,0,0,0,1,"Host community HH",1,0,0,-0.254133740005352,0,0,1,3,"Completed secondary school",0,1,0,0,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,657.41,2.1261779047327
"E",0,0,0,0,1,"Host community HH",1,0,0,-0.42303041438819,0,0,1,2,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,345.91,-0.0691603355527595
"E",0,0,0,0,1,"Host community HH",1,0,0,-1.01416877472812,0,0,0,1,"Completed secondary school",0,1,0,0,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,540.97,1.30555130858876
"E",0,0,0,0,1,"Host community HH",1,0,0,-0.42303041438819,0,0,1,2,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,397.4,0.293722380313366
"E",0,0,0,0,1,"Host community HH",1,0,0,-1.01416877472812,0,0,1,2,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,339.99,-0.110882333570384
"E",0,0,0,0,1,"Host community HH",1,0,0,-0.0852370656225145,0,1,0,5,"Completed primary school",1,0,0,0,0,0,"0","lesssafe",0,1,0,1,0,"moreworried",0,0,1,376.64,0.147413481859671
"E",0,0,0,0,1,"Host community HH",1,0,0,0.252556283143161,0,0,1,1,"Never attended school",0,0,0,0,1,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,390.22,0.243120362447397
"E",0,0,0,0,1,"Host community HH",1,0,0,-0.760823763153866,0,0,1,5,"Completed secondary school",0,1,0,0,0,0,"0","assafe",1,0,0,0,0,"asworried",1,0,0,534.11,1.25720453385887
"E",0,0,0,0,1,"Host community HH",1,0,0,-1.18306544911096,1,0,1,1,"Did not complete primary school",0,0,0,1,0,0,"0","assafe",1,0,0,0,0,"asworried",1,0,0,278.88,-0.541563296215149
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-0.760823763153866,0,0,1,2,"Never attended school",0,0,0,0,1,0,"0","lesssafe",0,1,0,1,0,"moreworried",0,0,1,248.43,-0.756163775883503
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-0.591927088771028,0,0,1,3,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,0,"moreworried",0,0,1,284.71,-0.50047558532955
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-0.169685402813933,0,0,1,7,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,0,0,"asworried",1,0,0,315.63,-0.282562717305067
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,-0.000788728431095666,0,0,1,6,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,251.97,-0.731215148690532
"E",0,0,0,0,1,"Internally displaced HH",0,1,0,0.843694643483093,0,0,1,1,"Did not complete primary school",0,0,0,1,0,0,"1","safer",0,0,1,1,1,"lessworried",0,1,0,383.71,0.197240259897611
