"sno","IP","type","age","female","disability","married","education","children","cva","safe","parenting_better","relationship_better","worried","income"
593,"E","Host community HH",40,1,0,1,"Did not complete primary school",3,1,"safer",0,0,"lessworried",329.78
594,"E","Host community HH",38,0,0,1,"Completed secondary school",3,1,"safer",1,1,"lessworried",668.27
595,"E","Host community HH",42,1,0,0,"Never attended school",1,0,"safer",0,0,"moreworried",280.81
596,"E","Host community HH",22,0,0,0,"Completed secondary school",2,1,"assafe",1,0,"moreworried",564.5
597,"E","Host community HH",38,0,0,1,"Completed secondary school",1,0,"safer",0,0,"lessworried",670.7
598,"E","Host community HH",35,0,0,1,"Never attended school",1,0,"assafe",1,0,"lessworried",370.14
599,"E","Host community HH",38,1,0,0,"Never attended school",1,1,"assafe",0,1,"asworried",343.54
600,"E","Host community HH",50,0,0,1,"Did not complete primary school",3,0,"lesssafe",0,1,"asworried",362.99
601,"E","Host community HH",23,1,0,0,"Never attended school",1,0,"assafe",1,0,"asworried",259.78
602,"E","Host community HH",25,0,1,1,"Did not complete primary school",1,1,"safer",0,0,"moreworried",282.14
603,"E","Host community HH",35,0,0,1,"Did not complete primary school",1,0,"lesssafe",0,0,"asworried",392.47
604,"E","Host community HH",41,0,0,1,"Completed primary school",2,1,"safer",1,1,"lessworried",500.81
605,"E","Host community HH",60,0,1,1,"Never attended school",2,0,"safer",0,0,"lessworried",336.33
606,"E","Host community HH",36,1,0,0,"Did not complete primary school",2,1,"lesssafe",0,0,"lessworried",289.66
607,"E","Host community HH",26,0,0,1,"Did not complete primary school",1,0,"safer",1,1,"moreworried",362.34
608,"E","Host community HH",17,1,0,1,"Never attended school",2,1,"safer",1,1,"lessworried",326.97
609,"E","Host community HH",22,0,0,1,"Never attended school",1,0,"assafe",0,1,"moreworried",253.88
610,"E","Host community HH",19,1,0,0,"Never attended school",1,0,"lesssafe",1,1,"moreworried",165.63
611,"E","Host community HH",47,1,0,0,"Did not complete primary school",4,1,"safer",1,1,"lessworried",325.35
612,"E","Host community HH",61,0,1,1,"Never attended school",2,0,"safer",1,1,"moreworried",350.18
613,"E","Host community HH",35,0,0,1,"Did not complete primary school",5,1,"safer",1,1,"lessworried",381.97
614,"E","Host community HH",25,0,0,1,"Never attended school",3,1,"safer",1,1,"lessworried",340.41
615,"E","Host community HH",45,0,0,1,"Did not complete primary school",2,0,"assafe",1,0,"asworried",368.42
616,"E","Host community HH",33,0,0,1,"Completed university or beyond",1,0,"lesssafe",0,0,"lessworried",1181.38
617,"E","Host community HH",42,1,0,0,"Completed primary school",6,1,"safer",1,1,"lessworried",459.98
618,"E","Host community HH",45,1,0,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",332.49
619,"E","Host community HH",56,0,0,0,"Completed secondary school",3,1,"safer",1,1,"lessworried",662.53
620,"E","Host community HH",33,0,0,0,"Completed primary school",3,1,"safer",1,1,"lessworried",386.16
621,"E","Host community HH",45,0,0,0,"Never attended school",3,1,"safer",1,1,"lessworried",331.5
622,"E","Host community HH",28,0,0,1,"Completed primary school",2,1,"safer",1,1,"lessworried",504.23
623,"E","Host community HH",25,0,0,1,"Completed primary school",2,1,"safer",1,0,"lessworried",473.66
624,"E","Host community HH",30,0,0,1,"Completed primary school",2,1,"safer",1,1,"lessworried",521.65
625,"E","Host community HH",28,0,0,1,"Completed primary school",2,1,"safer",1,1,"lessworried",454.13
626,"E","Host community HH",29,0,0,0,"Completed primary school",1,0,"lesssafe",1,0,"asworried",540.81
627,"E","Host community HH",22,1,0,0,"Completed secondary school",2,0,"assafe",0,0,"lessworried",533.56
628,"E","Host community HH",25,1,0,0,"Completed primary school",2,1,"assafe",1,1,"lessworried",417.07
629,"E","Host community HH",38,0,1,1,"Completed primary school",3,1,"safer",1,1,"lessworried",474.2
630,"E","Host community HH",56,1,1,0,"Never attended school",1,1,"safer",1,1,"lessworried",362.95
631,"E","Host community HH",23,0,0,1,"Did not complete primary school",2,0,"lesssafe",0,0,"asworried",319.92
632,"E","Host community HH",20,1,1,0,"Did not complete primary school",3,0,"safer",0,0,"lessworried",211.01
633,"E","Host community HH",20,0,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",262.64
634,"E","Host community HH",23,0,0,1,"Never attended school",0,1,"safer",1,1,"lessworried",343.08
635,"A","Internally displaced HH",38,0,0,1,"Never attended school",2,0,"assafe",1,0,"lessworried",307.66
636,"A","Host community HH",59,1,0,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",358.43
637,"A","Internally displaced HH",37,0,0,1,"Never attended school",2,1,"lesssafe",1,0,"moreworried",315.33
638,"A","Host community HH",39,0,0,1,"Never attended school",2,1,"safer",1,0,"asworried",442.63
639,"A","Host community HH",61,0,1,1,"Did not complete primary school",3,1,"assafe",0,1,"moreworried",427.31
640,"A","Host community HH",56,1,1,1,"Completed secondary school",2,0,"safer",0,0,"lessworried",729.54
641,"A","Internally displaced HH",41,1,0,0,"Never attended school",3,0,"lesssafe",0,1,"moreworried",257.03
642,"A","Host community HH",35,0,0,1,"Did not complete primary school",-2,0,"assafe",0,1,"lessworried",471.42
643,"A","Internally displaced HH",61,1,0,0,"Did not complete primary school",3,1,"assafe",1,0,"asworried",300.26
644,"A","Internally displaced HH",35,0,0,1,"Did not complete primary school",2,1,"safer",1,1,"lessworried",361.98
645,"A","Internally displaced HH",48,0,0,1,"Never attended school",3,0,"assafe",0,0,"lessworried",255.93
646,"A","Host community HH",12,0,0,1,"Completed secondary school",4,0,"assafe",0,0,"moreworried",666.82
647,"A","Host community HH",45,1,0,0,"Never attended school",3,1,"safer",0,0,"moreworried",343.39
648,"A","Host community HH",48,0,0,1,"Never attended school",4,1,"safer",1,1,"lessworried",474.51
649,"A","Host community HH",33,0,0,1,"Completed secondary school",2,0,"safer",0,0,"asworried",709.21
650,"A","Internally displaced HH",51,0,0,1,"Did not complete primary school",2,1,"safer",1,1,"lessworried",373.25
651,"A","Internally displaced HH",67,0,0,1,"Never attended school",3,1,"safer",1,1,"lessworried",353.93
652,"A","Internally displaced HH",45,0,0,1,"Never attended school",2,1,"lesssafe",1,0,"asworried",334.85
653,"A","Internally displaced HH",50,1,0,0,"Never attended school",3,1,"safer",1,1,"lessworried",240.82
654,"A","Internally displaced HH",40,0,0,1,"Never attended school",2,0,"assafe",1,0,"asworried",320.07
655,"A","Internally displaced HH",42,1,0,0,"Never attended school",4,1,"safer",1,0,"lessworried",257.72
656,"A","Host community HH",50,0,0,1,"Never attended school",3,1,"assafe",1,0,"moreworried",416.64
657,"A","Internally displaced HH",40,0,0,1,"Never attended school",4,1,"lesssafe",0,0,"asworried",334.9
658,"A","Internally displaced HH",39,1,0,0,"Never attended school",3,0,"safer",0,0,"moreworried",264.14
659,"A","Host community HH",36,1,0,0,"Completed secondary school",2,0,"lesssafe",0,0,"asworried",623.9
660,"A","Internally displaced HH",65,0,0,1,"Never attended school",3,0,"safer",1,0,"asworried",376.85
661,"A","Host community HH",51,0,0,1,"Never attended school",4,1,"safer",1,1,"lessworried",427.83
662,"A","Host community HH",36,1,0,0,"Completed secondary school",2,0,"safer",1,0,"moreworried",609.94
663,"A","Internally displaced HH",50,0,0,1,"Completed secondary school",1,0,"assafe",1,0,"lessworried",633.63
664,"E","Internally displaced HH",55,1,0,0,"Never attended school",3,1,"assafe",1,0,"lessworried",330.82
665,"E","Internally displaced HH",54,0,0,1,"Never attended school",3,1,"safer",1,1,"lessworried",414.26
666,"E","Internally displaced HH",45,1,0,0,"Never attended school",4,0,"lesssafe",0,0,"lessworried",265.07
667,"E","Internally displaced HH",50,0,0,1,"Never attended school",6,1,"safer",1,1,"lessworried",303.02
668,"E","Internally displaced HH",39,0,0,1,"Never attended school",5,1,"safer",1,1,"lessworried",300.95
669,"E","Internally displaced HH",52,0,1,1,"Completed secondary school",4,1,"safer",1,1,"lessworried",640.81
670,"E","Internally displaced HH",45,0,0,1,"Never attended school",4,1,"safer",1,1,"lessworried",359.5
671,"E","Internally displaced HH",36,0,0,1,"Never attended school",1,0,"safer",1,0,"moreworried",311.06
672,"E","Internally displaced HH",28,1,0,0,"Never attended school",3,0,"safer",1,0,"moreworried",247.36
673,"E","Internally displaced HH",45,1,0,0,"Never attended school",3,0,"lesssafe",1,0,"lessworried",186.9
674,"E","Internally displaced HH",32,0,0,1,"Completed secondary school",2,0,"lesssafe",1,1,"asworried",517.8
675,"E","Internally displaced HH",35,0,0,1,"Never attended school",8,1,"safer",1,1,"lessworried",272.27
676,"E","Internally displaced HH",25,1,0,0,"Never attended school",3,1,"safer",1,1,"lessworried",196
677,"E","Internally displaced HH",38,1,1,1,"Did not complete primary school",3,1,"safer",1,1,"lessworried",223.46
678,"E","Internally displaced HH",26,1,1,0,"Never attended school",7,1,"safer",1,1,"lessworried",160.45
679,"E","Internally displaced HH",55,0,0,1,"Did not complete primary school",3,1,"safer",1,1,"lessworried",359.65
680,"E","Internally displaced HH",35,0,0,1,"Never attended school",3,0,"lesssafe",1,0,"lessworried",244.44
681,"E","Internally displaced HH",42,0,0,1,"Never attended school",7,1,"safer",1,1,"lessworried",377.69
682,"E","Internally displaced HH",25,0,1,1,"Did not complete primary school",4,1,"assafe",1,1,"moreworried",249.48
683,"E","Internally displaced HH",45,0,1,1,"Completed primary school",5,1,"lesssafe",1,0,"lessworried",328.83
684,"E","Internally displaced HH",45,0,1,1,"Did not complete primary school",3,1,"safer",0,0,"asworried",291.07
685,"E","Host community HH",30,0,1,1,"Did not complete primary school",4,1,"safer",1,1,"lessworried",243.34
686,"E","Host community HH",25,0,0,1,"Completed primary school",3,0,"safer",1,0,"asworried",439.08
687,"E","Host community HH",27,0,0,1,"Did not complete primary school",3,1,"safer",1,1,"lessworried",381.84
688,"E","Internally displaced HH",48,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",334.06
689,"E","Internally displaced HH",35,0,1,1,"Completed primary school",5,1,"safer",1,1,"lessworried",386.33
690,"E","Internally displaced HH",25,1,0,1,"Completed primary school",2,0,"assafe",1,1,"lessworried",367.46
691,"E","Internally displaced HH",26,0,0,1,"Did not complete primary school",3,1,"safer",1,1,"lessworried",279.65
692,"E","Internally displaced HH",35,0,0,1,"Did not complete primary school",2,0,"safer",1,0,"moreworried",333.44
693,"E","Internally displaced HH",37,0,1,1,"Completed primary school",3,0,"safer",1,0,"asworried",431.82
694,"E","Host community HH",26,0,1,1,"Completed primary school",1,0,"safer",0,0,"asworried",448.03
695,"E","Host community HH",28,0,0,1,"Completed primary school",2,0,"safer",0,1,"lessworried",493.23
696,"E","Host community HH",40,0,0,1,"Never attended school",5,0,"safer",0,0,"moreworried",436.01
697,"E","Internally displaced HH",27,0,0,1,"Never attended school",1,0,"safer",1,0,"lessworried",260.46
698,"E","Host community HH",20,1,0,1,"Did not complete primary school",2,0,"lesssafe",0,1,"lessworried",303.2
699,"E","Host community HH",44,1,0,1,"Completed secondary school",-2,0,"safer",1,0,"moreworried",677.57
700,"E","Internally displaced HH",56,1,0,0,"Did not complete primary school",2,1,"safer",1,1,"lessworried",295.33
701,"E","Host community HH",54,0,1,1,"Did not complete primary school",2,0,"lesssafe",0,0,"moreworried",348.64
702,"E","Host community HH",35,1,0,0,"Did not complete primary school",5,1,"safer",1,1,"lessworried",299.58
703,"E","Host community HH",21,0,0,1,"Never attended school",1,1,"safer",1,1,"lessworried",362.28
704,"E","Host community HH",23,1,0,0,"Did not complete primary school",3,1,"safer",1,1,"lessworried",277.83
705,"E","Host community HH",22,0,0,1,"Completed primary school",1,0,"assafe",1,0,"asworried",438.45
706,"E","Host community HH",52,1,0,0,"Never attended school",4,1,"safer",1,1,"lessworried",261.07
707,"E","Host community HH",45,1,1,0,"Never attended school",3,0,"assafe",0,0,"moreworried",302.99
708,"E","Host community HH",26,0,0,1,"Completed primary school",2,1,"safer",1,1,"lessworried",511.41
709,"E","Host community HH",22,1,0,0,"Never attended school",3,0,"safer",1,1,"asworried",177.93
710,"E","Host community HH",46,1,1,0,"Completed secondary school",2,1,"safer",1,1,"lessworried",564.28
711,"E","Host community HH",28,1,0,0,"Never attended school",3,0,"safer",1,0,"asworried",306.38
712,"E","Host community HH",49,1,1,0,"Did not complete primary school",1,0,"safer",1,0,"asworried",345.3
713,"E","Host community HH",34,1,0,0,"Never attended school",3,1,"safer",1,1,"lessworried",392.7
714,"E","Host community HH",35,1,0,1,"Never attended school",4,1,"safer",1,1,"lessworried",338.31
715,"E","Host community HH",38,1,0,0,"Never attended school",3,0,"safer",1,0,"moreworried",314.92
716,"E","Host community HH",22,0,0,1,"Did not complete primary school",3,1,"safer",1,1,"lessworried",405.48
717,"E","Host community HH",40,0,0,1,"Did not complete primary school",4,0,"assafe",1,0,"asworried",335.55
718,"E","Host community HH",25,0,0,1,"Completed secondary school",1,1,"safer",1,1,"lessworried",649.44
719,"E","Host community HH",56,0,0,1,"Did not complete primary school",3,0,"safer",1,0,"asworried",417.97
720,"E","Host community HH",42,0,1,1,"Never attended school",1,1,"safer",1,1,"lessworried",417.03
721,"E","Host community HH",42,0,0,1,"Did not complete primary school",7,1,"safer",1,1,"lessworried",398.8
722,"E","Host community HH",48,0,0,1,"Did not complete primary school",5,0,"safer",1,0,"asworried",369.91
723,"E","Host community HH",42,0,1,1,"Did not complete primary school",6,1,"safer",1,1,"lessworried",372.07
724,"E","Host community HH",33,0,0,1,"Completed primary school",3,1,"lesssafe",1,0,"asworried",465.59
725,"E","Host community HH",50,1,0,0,"Did not complete primary school",3,0,"safer",1,0,"moreworried",339.29
726,"A","Internally displaced HH",54,0,0,0,"Never attended school",1,1,"safer",0,0,"moreworried",308.3
727,"B","Host community HH",45,0,1,1,"Never attended school",3,1,"lesssafe",1,0,"asworried",402.74
728,"B","Host community HH",34,0,1,1,"Completed secondary school",2,1,"safer",1,1,"lessworried",632.16
729,"B","Host community HH",37,0,0,1,"Completed primary school",3,0,"assafe",1,0,"asworried",503.34
730,"B","Host community HH",60,0,0,1,"Did not complete primary school",4,0,"lesssafe",1,0,"moreworried",503.35
731,"B","Host community HH",36,0,0,1,"Completed secondary school",3,1,"safer",1,1,"lessworried",660.14
732,"B","Host community HH",30,0,0,1,"Completed secondary school",1,0,"lesssafe",1,0,"moreworried",706.92
733,"B","Host community HH",45,0,1,1,"Never attended school",3,0,"assafe",1,0,"moreworried",372.76
734,"B","Host community HH",46,1,0,1,"Completed primary school",-1,0,"safer",1,1,"asworried",680.83
735,"B","Host community HH",46,0,0,1,"Completed secondary school",3,0,"safer",1,1,"moreworried",774.07
736,"B","Host community HH",36,0,0,0,"Did not complete primary school",2,0,"assafe",1,0,"moreworried",380.61
737,"B","Internally displaced HH",44,0,0,1,"Completed secondary school",5,0,"safer",1,1,"asworried",626.88
738,"B","Refugee HH",36,1,0,1,"Never attended school",5,1,"safer",1,1,"asworried",276.39
739,"B","Host community HH",50,0,0,1,"Completed formal technical school",1,1,"safer",1,1,"lessworried",780.02
740,"B","Host community HH",31,1,0,1,"Completed primary school",-1,0,"assafe",1,1,"lessworried",621.78
741,"B","Host community HH",44,0,0,0,"Completed university or beyond",1,0,"assafe",1,0,"moreworried",1122.96
742,"B","Host community HH",37,0,0,1,"Completed university or beyond",0,0,"assafe",0,0,"asworried",1204.83
743,"E","Host community HH",18,1,0,0,"Completed primary school",1,0,"safer",1,0,"lessworried",366.81
744,"E","Host community HH",30,1,0,1,"Completed university or beyond",3,0,"lesssafe",0,0,"asworried",1028.4
745,"E","Host community HH",34,0,0,0,"Completed primary school",1,0,"lesssafe",0,0,"moreworried",382.49
746,"E","Host community HH",30,1,0,1,"Completed university or beyond",3,1,"safer",1,1,"lessworried",1089.15
747,"E","Host community HH",30,1,0,1,"Did not complete primary school",2,1,"safer",0,1,"asworried",290.55
748,"E","Host community HH",20,1,0,1,"Never attended school",1,0,"assafe",0,0,"moreworried",321.43
749,"E","Host community HH",58,1,1,1,"Completed primary school",2,1,"lesssafe",1,0,"asworried",453.34
750,"E","Host community HH",54,1,0,0,"Completed secondary school",1,1,"safer",1,0,"asworried",614.86
751,"E","Host community HH",34,1,0,1,"Never attended school",2,0,"safer",1,0,"asworried",323.51
752,"E","Host community HH",63,1,1,1,"Did not complete primary school",1,0,"assafe",1,0,"asworried",347.97
753,"E","Host community HH",17,1,0,1,"Did not complete primary school",1,0,"assafe",1,1,"moreworried",273.81
754,"E","Host community HH",39,1,0,1,"Did not complete primary school",5,0,"safer",0,0,"moreworried",349.15
755,"E","Host community HH",29,1,0,1,"Completed secondary school",2,0,"safer",1,1,"lessworried",622.51
756,"E","Host community HH",40,1,1,1,"Never attended school",2,0,"safer",1,1,"moreworried",306.18
757,"E","Host community HH",35,1,0,1,"Completed primary school",1,0,"safer",1,0,"lessworried",437.61
758,"E","Host community HH",32,1,0,1,"Did not complete primary school",3,1,"assafe",0,0,"moreworried",335.06
759,"E","Host community HH",45,1,0,0,"Did not complete primary school",2,0,"safer",0,0,"asworried",332.67
760,"E","Host community HH",37,1,0,0,"Never attended school",2,0,"assafe",0,0,"lessworried",267.05
761,"E","Host community HH",61,1,0,0,"Completed secondary school",2,0,"safer",0,0,"moreworried",551.08
762,"E","Host community HH",24,1,0,1,"Completed secondary school",1,0,"safer",0,1,"lessworried",570.03
763,"E","Host community HH",50,0,1,0,"Never attended school",1,0,"lesssafe",0,1,"lessworried",336.39
764,"E","Host community HH",68,1,1,0,"Completed university or beyond",1,0,"assafe",1,0,"asworried",1061.4
765,"E","Host community HH",65,0,0,1,"Never attended school",5,0,"lesssafe",1,0,"moreworried",477.55
766,"E","Host community HH",31,1,0,1,"Did not complete primary school",3,0,"safer",1,0,"asworried",407.2
767,"E","Host community HH",40,1,1,1,"Completed primary school",1,0,"lesssafe",1,1,"moreworried",454
768,"E","Host community HH",40,0,0,1,"Completed primary school",3,0,"safer",1,1,"lessworried",479.41
769,"E","Host community HH",48,0,0,1,"Never attended school",3,1,"lesssafe",1,0,"moreworried",462.44
770,"E","Host community HH",37,0,0,1,"Completed secondary school",5,0,"safer",0,0,"moreworried",733.72
771,"E","Host community HH",60,1,0,1,"Never attended school",2,1,"lesssafe",1,0,"moreworried",503.9
772,"E","Host community HH",30,0,0,1,"Completed university or beyond",2,1,"safer",0,0,"moreworried",1106.63
773,"E","Host community HH",30,1,0,0,"Completed secondary school",1,1,"safer",1,1,"lessworried",559.97
774,"E","Host community HH",54,1,1,1,"Completed primary school",0,1,"assafe",1,1,"moreworried",536.39
775,"E","Host community HH",40,0,0,0,"Completed secondary school",1,0,"assafe",0,0,"lessworried",686.87
776,"E","Host community HH",22,1,0,1,"Completed secondary school",3,0,"assafe",0,0,"moreworried",669.13
777,"E","Host community HH",37,1,0,1,"Completed primary school",1,0,"safer",1,1,"lessworried",510.6
778,"E","Host community HH",30,1,1,0,"Never attended school",5,0,"assafe",0,0,"lessworried",169.35
779,"E","Host community HH",39,0,0,1,"Did not complete primary school",5,0,"safer",1,0,"asworried",334.77
780,"E","Host community HH",36,1,0,1,"Completed secondary school",4,1,"assafe",0,0,"moreworried",596.15
781,"E","Host community HH",27,1,0,0,"Did not complete primary school",2,0,"safer",1,0,"asworried",229.87
782,"E","Host community HH",24,0,0,1,"Completed primary school",1,1,"safer",1,0,"moreworried",490.5
783,"E","Host community HH",34,0,0,1,"Completed university or beyond",3,0,"assafe",0,0,"moreworried",1048.79
784,"E","Host community HH",64,1,1,1,"Never attended school",3,0,"assafe",0,0,"asworried",385.57
785,"E","Host community HH",44,1,0,0,"other",7,1,"lesssafe",0,0,"moreworried",377.99
786,"E","Host community HH",37,0,0,1,"Completed secondary school",3,0,"assafe",1,1,"lessworried",592.17
787,"E","Host community HH",28,1,0,1,"Never attended school",3,0,"lesssafe",1,0,"moreworried",323.65
788,"E","Host community HH",29,1,0,1,"Never attended school",4,0,"assafe",0,1,"asworried",318.54
789,"E","Host community HH",23,1,0,0,"Never attended school",3,0,"assafe",1,1,"lessworried",210.83
790,"E","Host community HH",31,1,0,1,"Completed formal technical school",5,1,"assafe",1,0,"moreworried",650.31
791,"E","Host community HH",43,1,0,1,"Never attended school",3,1,"safer",1,1,"asworried",354.81
792,"E","Host community HH",29,1,0,1,"Never attended school",6,0,"assafe",0,1,"asworried",261.81
793,"E","Host community HH",31,1,0,0,"Never attended school",3,0,"lesssafe",1,0,"lessworried",199.69
794,"E","Host community HH",44,0,0,1,"Did not complete primary school",1,0,"lesssafe",1,0,"lessworried",545.27
795,"E","Host community HH",42,1,0,0,"Never attended school",3,1,"assafe",1,0,"lessworried",322.32
796,"E","Host community HH",53,1,0,0,"Never attended school",3,0,"lesssafe",0,0,"asworried",308.01
797,"E","Host community HH",37,1,0,1,"Did not complete primary school",8,0,"lesssafe",1,0,"moreworried",365.03
798,"E","Host community HH",18,1,0,1,"Never attended school",1,0,"assafe",1,0,"lessworried",366.89
799,"E","Internally displaced HH",52,1,1,0,"Never attended school",7,0,"safer",0,0,"lessworried",162.95
800,"E","Host community HH",48,1,0,0,"Did not complete primary school",6,0,"assafe",1,0,"lessworried",255.77
801,"E","Host community HH",31,0,0,1,"Completed primary school",5,0,"assafe",0,0,"asworried",551.62
802,"E","Host community HH",20,0,0,1,"Completed university or beyond",1,0,"safer",1,1,"moreworried",987.49
803,"E","Host community HH",28,1,0,0,"Never attended school",3,0,"assafe",0,0,"asworried",234.46
804,"E","Host community HH",36,0,0,1,"Completed primary school",4,0,"safer",1,0,"asworried",467.7
805,"E","Host community HH",59,1,1,0,"Completed primary school",4,0,"lesssafe",0,0,"lessworried",396.34
806,"E","Host community HH",50,0,0,1,"Completed primary school",5,1,"safer",0,0,"moreworried",596.57
807,"E","Host community HH",69,0,1,1,"Never attended school",5,0,"safer",0,0,"asworried",397.05
808,"E","Host community HH",35,1,1,0,"Never attended school",4,0,"lesssafe",1,0,"asworried",235.04
809,"E","Host community HH",25,1,1,0,"Completed primary school",3,1,"lesssafe",1,0,"lessworried",426.09
810,"E","Host community HH",17,1,1,0,"Did not complete primary school",1,0,"assafe",0,0,"lessworried",254.58
811,"E","Host community HH",17,1,0,0,"Did not complete primary school",2,0,"safer",1,0,"asworried",225.39
812,"E","Host community HH",28,1,0,0,"Did not complete primary school",1,1,"safer",1,1,"lessworried",304.07
813,"E","Host community HH",27,1,0,0,"Never attended school",2,0,"safer",1,0,"moreworried",224.23
814,"E","Host community HH",57,0,1,1,"Completed informal technical school",8,1,"assafe",0,0,"moreworried",686.66
815,"E","Host community HH",60,1,1,0,"Did not complete primary school",3,0,"safer",1,0,"lessworried",251.85
816,"E","Host community HH",68,0,1,1,"Completed primary school",3,0,"lesssafe",1,0,"asworried",540.67
817,"E","Host community HH",39,0,0,1,"Completed secondary school",3,1,"safer",1,1,"lessworried",648.16
818,"E","Host community HH",60,0,1,1,"Completed formal technical school",4,0,"safer",1,0,"lessworried",687.94
819,"E","Host community HH",27,0,0,1,"Completed secondary school",1,0,"safer",1,0,"lessworried",691.71
820,"E","Host community HH",53,0,0,1,"Completed university or beyond",5,0,"safer",0,0,"asworried",1054.04
821,"E","Host community HH",52,0,0,1,"Completed primary school",4,1,"safer",0,0,"moreworried",509.79
822,"E","Host community HH",40,0,0,0,"Completed secondary school",3,0,"safer",0,1,"asworried",696.78
823,"E","Host community HH",27,1,0,1,"Completed secondary school",4,0,"lesssafe",1,0,"lessworried",536.65
824,"E","Host community HH",34,0,0,1,"Completed primary school",0,1,"safer",0,0,"moreworried",468.29
825,"B","Refugee HH",35,0,0,1,"other",4,1,"lesssafe",0,0,"lessworried",261.49
826,"B","Host community HH",42,0,1,1,"Completed secondary school",2,0,"lesssafe",1,0,"asworried",588.62
827,"B","Host community HH",38,0,0,1,"other",3,0,"safer",1,0,"asworried",403.11
828,"B","Host community HH",28,0,0,1,"Completed primary school",2,0,"safer",1,0,"moreworried",562.72
829,"B","Host community HH",54,0,0,1,"Completed primary school",1,0,"assafe",1,0,"moreworried",626.55
830,"B","Refugee HH",35,0,0,1,"Never attended school",2,1,"assafe",1,1,"lessworried",306.31
831,"B","Refugee HH",38,1,0,1,"Never attended school",4,0,"safer",0,0,"moreworried",252.58
832,"B","Refugee HH",40,0,1,1,"Never attended school",3,1,"safer",1,0,"asworried",311.04
833,"B","Refugee HH",38,1,0,1,"Never attended school",6,0,"safer",0,1,"lessworried",243.6
834,"B","Refugee HH",30,0,0,1,"Completed primary school",3,1,"assafe",0,1,"moreworried",410.14
835,"B","Host community HH",36,0,0,1,"Completed primary school",1,0,"lesssafe",1,0,"moreworried",586.46
836,"B","Host community HH",37,1,0,1,"Completed secondary school",2,0,"safer",0,0,"moreworried",677.47
837,"B","Internally displaced HH",46,1,0,1,"Completed primary school",3,0,"lesssafe",1,0,"lessworried",515.95
838,"B","Host community HH",23,1,0,1,"Completed primary school",0,0,"safer",1,1,"moreworried",500.25
839,"B","Refugee HH",32,0,0,1,"Did not complete primary school",2,0,"lesssafe",0,0,"asworried",321.31
840,"B","Host community HH",47,0,1,1,"Completed secondary school",2,0,"safer",1,0,"moreworried",729.25
841,"B","Host community HH",58,0,0,1,"Never attended school",-1,0,"safer",0,0,"moreworried",473.55
842,"B","Host community HH",32,0,0,1,"Never attended school",1,1,"assafe",0,0,"lessworried",356.66
843,"B","Host community HH",38,0,0,1,"Completed university or beyond",5,0,"safer",0,0,"lessworried",1207.14
844,"B","Host community HH",50,0,0,1,"Completed primary school",1,0,"safer",1,0,"asworried",554.98
845,"B","Internally displaced HH",46,1,0,1,"Did not complete primary school",2,0,"safer",0,0,"asworried",429.58
846,"B","Host community HH",41,0,0,1,"Completed secondary school",0,0,"safer",0,1,"moreworried",764.91
847,"B","Host community HH",35,0,0,1,"Never attended school",1,1,"lesssafe",0,1,"moreworried",383.78
848,"B","Host community HH",44,1,0,1,"Completed secondary school",3,0,"safer",1,0,"moreworried",706
849,"B","Host community HH",21,0,0,1,"Completed secondary school",3,0,"safer",1,1,"moreworried",645.34
850,"B","Host community HH",33,0,0,1,"Completed primary school",1,0,"lesssafe",1,0,"moreworried",450.37
851,"B","Internally displaced HH",43,0,0,1,"Completed secondary school",1,0,"safer",1,0,"asworried",669.04
852,"B","Host community HH",27,0,0,1,"Completed primary school",1,1,"safer",1,1,"lessworried",460.2
853,"B","Host community HH",26,1,1,1,"Never attended school",2,0,"safer",0,0,"moreworried",374.44
854,"B","Host community HH",40,0,0,1,"Completed primary school",1,1,"assafe",1,0,"lessworried",524.86
855,"B","Host community HH",37,1,0,0,"Completed primary school",2,1,"safer",0,0,"lessworried",462.08
856,"B","Host community HH",30,1,0,1,"Completed secondary school",4,0,"assafe",1,0,"lessworried",704.12
857,"B","Refugee HH",51,0,0,1,"Never attended school",8,0,"assafe",1,0,"moreworried",297.95
858,"B","Refugee HH",35,0,0,1,"Completed primary school",1,0,"assafe",0,1,"lessworried",422.38
859,"B","Host community HH",36,0,0,0,"Completed primary school",1,0,"safer",1,0,"moreworried",552.01
860,"B","Host community HH",40,1,0,0,"Never attended school",1,0,"assafe",0,0,"asworried",388.15
861,"B","Host community HH",40,0,0,1,"Completed primary school",-1,0,"safer",0,0,"lessworried",609.84
862,"B","Host community HH",14,0,0,1,"Completed secondary school",0,0,"lesssafe",0,0,"moreworried",733.32
863,"B","Refugee HH",35,0,0,1,"Never attended school",3,0,"safer",1,0,"lessworried",325.3
864,"B","Refugee HH",50,0,0,1,"Never attended school",2,0,"lesssafe",1,1,"moreworried",327.77
865,"B","Host community HH",31,0,0,1,"Completed secondary school",2,0,"assafe",1,0,"moreworried",683.98
866,"B","Refugee HH",55,0,0,1,"Never attended school",3,0,"safer",0,0,"moreworried",331.76
867,"B","Refugee HH",19,1,0,0,"Did not complete primary school",1,0,"lesssafe",1,0,"lessworried",207.91
868,"B","Host community HH",48,1,0,1,"Never attended school",5,0,"safer",1,1,"lessworried",428.44
